geneID transcriptID
12154 DUX2 NM_012147_6
12155 DUX4 NM_033178_8
12156 DUX4L5 NM_001127389_8
12157 DUX4L6 NM_001127388_4
12158 DUX4L4 NM_001177376_3
12159 DUX4L3 NM_001164467_5
12160 DUX4L2 NM_001127386_5
12161 DUX4L5 NM_001127389_18
12162 DUX4L3 NM_001164467_4
12163 DUX4L2 NM_001127386_4
12164 DUX4 NM_033178_7
12165 DUX4L6 NM_001127388_3
12166 DUX2 NM_012147_4
12167 DUX4L2 NM_001127386_3
12168 DUX4 NM_033178_6
12169 DUX4L3 NM_001164467_18
12170 DUX4L5 NM_001127389_17
12171 DUX2 NM_012147_5
12172 DUX4L6 NM_001127388_14
12173 DUX4L4 NM_001177376_2
12174 DUX4L2 NM_001127386_2
12175 DUX2 NM_012147_3
12176 DUX4L6 NM_001127388_13
12177 DUX4L3 NM_001164467_14
12178 DUX4 NM_033178_5
12179 DUX4L5 NM_001127389_16
12180 DUX4L6 NM_001127388_17
12181 DUX4L5 NM_001127389_15
12182 DUX4L2 NM_001127386
12183 DUX4L3 NM_001164467_11
12184 DUX2 NM_012147_2
12185 DUX4 NM_033178_4
12186 DUX2 NM_012147_1
12187 DUX4L6 NM_001127388
12188 DUX4 NM_033178_3
12189 DUX4L2 NM_001127386_1
12190 DUX4L3 NM_001164467_3
12191 DUX4L5 NM_001127389_14
12192 PLEKHG4B NM_052909
12193 LRRC14B NM_001080478
12194 CCDC127 NM_145265
12195 SDHA NM_004168
12196 LOC102467073 NR_104613
12197 PDCD6 NM_001267558
12198 PDCD6 NR_073609
12199 PDCD6 NM_013232
12200 PDCD6 NM_001267559
12201 PDCD6 NM_001267557
12202 PDCD6 NM_001267556
12203 AHRR NM_020731
12204 AHRR NM_001242412
12205 C5orf55 NM_138464
12206 EXOC3 NM_007277
12207 PP7080 NR_024158
12208 SLC9A3 NM_001284351
12209 SLC9A3 NM_004174
12210 MIR4456 NR_039661
12211 LOC100996325 NR_103444
12212 CEP72 NM_018140
12213 TPPP NM_007030
12214 ZDHHC11 NM_024786
12215 BRD9 NM_001009877
12216 BRD9 NM_023924
12217 BRD9 NR_027633
12218 TRIP13 NM_001166260
12219 TRIP13 NM_004237
12220 LOC100506688 NR_104615
12221 LOC100506688 NR_104614
12222 NKD2 NM_001271082
12223 NKD2 NM_033120
12224 SLC12A7 NM_006598
12225 MIR4635 NR_039778
12226 CTD-3080P12.3 NR_109911
12227 SLC6A19 NM_001003841
12228 SLC6A18 NM_182632
12229 TERT NM_001193376
12230 TERT NM_198253
12231 MIR4457 NR_039662
12232 CLPTM1L NM_030782
12233 SLC6A3 NM_001044
12234 LPCAT1 NM_024830
12235 MIR6075 NR_106723
12236 SDHAP3 NR_003263
12237 LOC728613 NR_003713
12238 MIR4277 NR_036240
12239 MRPL36 NM_032479
12240 NDUFS6 NM_004553
12241 LOC101929034 NR_104602
12242 IRX4 NM_001278633
12243 IRX4 NM_016358
12244 IRX4 NM_001278634
12245 IRX4 NM_001278632
12246 IRX4 NM_001278635
12247 CTD-2194D22.4 NR_109912
12248 MIR548BA NR_107011_1
12249 LOC100506858 NR_104616
12250 IRX2 NM_001134222
12251 IRX2 NM_033267
12252 C5orf38 NM_178569
12253 LOC102467074 NR_104617
12254 LINC01019 NR_033898
12255 LOC102467075 NR_104618
12256 IRX1 NM_024337
12257 LOC101929153 NR_104619
12258 LINC01020 NR_026994
12259 CTD-2297D10.2 NR_109915
12260 ADAMTS16 NM_139056
12261 KIAA0947 NM_015325
12262 FLJ33360 NR_028351
12263 MED10 NM_032286
12264 UBE2QL1 NM_001145161
12265 LINC01018 NR_024423
12266 LINC01018 NR_024424
12267 NSUN2 NR_037947
12268 NSUN2 NM_017755
12269 NSUN2 NM_001193455
12270 SRD5A1 NM_001047
12271 LOC100505625 NR_103771
12272 PAPD7 NM_001171805
12273 PAPD7 NM_006999
12274 PAPD7 NM_001171806
12275 MIR4278 NR_036242
12276 MIR4454 NR_039659
12277 LOC442132 NR_033906
12278 ADCY2 NM_020546
12279 C5orf49 NM_001089584
12280 FASTKD3 NR_036553
12281 FASTKD3 NM_024091
12282 FASTKD3 NR_073608
12283 MTRR NM_024010
12284 MTRR NM_002454
12285 LOC729506 NR_039984
12286 MIR4458HG NR_039989
12287 MIR4458 NR_039663
12288 LOC101929284 NR_109932
12289 SEMA5A NM_003966
12290 MIR4636 NR_039779
12291 CTD-2201E9.1 NR_109935
12292 SNHG18 NR_045196
12293 SNORD123 NR_003689
12294 TAS2R1 NM_019599
12295 LOC285692 NR_027112
12296 FAM173B NR_047668
12297 FAM173B NM_001258389
12298 FAM173B NM_199133
12299 FAM173B NR_047670
12300 FAM173B NR_047669
12301 FAM173B NM_001258388
12302 CCT5 NM_012073
12303 CMBL NM_138809
12304 MARCH6 NM_001270661
12305 MARCH6 NM_005885
12306 MARCH6 NM_001270660
12307 ROPN1L-AS1 NR_102746
12308 ROPN1L NM_001201466
12309 ROPN1L NM_031916
12310 MIR6131 NR_106747
12311 LOC101929412 NR_104606
12312 ANKRD33B NM_001164440
12313 DAP NM_001291963
12314 DAP NM_004394
12315 CTNND2 NM_001288716
12316 CTNND2 NM_001332
12317 CTNND2 NM_001288715
12318 CTNND2 NM_001288717
12319 CTNND2 NR_109988
12320 LINC01194 NR_033383
12321 DNAH5 NM_001369
12322 TRIO NM_007118
12323 FAM105A NM_019018
12324 OTULIN NM_138348
12325 ANKH NM_054027
12326 LOC100130744 NR_046285
12327 MIR4637 NR_039780
12328 LOC101929454 NR_109944
12329 FBXL7 NM_012304
12330 FBXL7 NM_001278317
12331 CTD-2350J17.1 NR_109945
12332 MARCH11 NM_001102562
12333 LOC101929505 NR_104625
12334 ZNF622 NM_033414
12335 FAM134B NM_001034850
12336 FAM134B NM_019000
12337 LOC101929524 NR_109946
12338 MYO10 NM_012334
12339 LOC285696 NR_027253
12340 BASP1 NM_001271606
12341 BASP1 NM_006317
12342 LOC401177 NR_033975
12343 CDH18 NM_001167667
12344 CDH18 NM_004934
12345 CDH18 NM_001291956
12346 CDH18 NM_001291957
12347 GUSBP1 NR_027027
12348 GUSBP1 NR_027026
12349 GUSBP1 NR_027028
12350 CDH12 NM_004061
12351 PMCHL1 NR_003921
12352 PRDM9 NM_020227
12353 CDH10 NM_006727
12354 LOC340107 NR_037896
12355 CDH9 NM_016279
12356 LINC01021 NR_038848
12357 LSP1P3 NR_033961
12358 LOC101929645 NR_109948
12359 LOC101929681 NR_104628
12360 CDH6 NM_004932
12361 DROSHA NM_013235
12362 DROSHA NM_001100412
12363 C5orf22 NM_018356
12364 PDZD2 NM_178140
12365 MIR4279 NR_036241
12366 GOLPH3 NM_022130
12367 MTMR12 NM_001040446
12368 ZFR NM_016107
12369 SUB1 NM_006713
12370 NPR3 NM_001204376
12371 NPR3 NM_000908
12372 NPR3 NM_001204375
12373 LOC340113 NR_033832
12374 TARS NM_001258437
12375 TARS NR_047677
12376 TARS NM_152295
12377 TARS NR_047676
12378 TARS NR_047678
12379 TARS NM_001258438
12380 ADAMTS12 NM_030955
12381 RXFP3 NM_016568
12382 SLC45A2 NM_016180
12383 SLC45A2 NM_001012509
12384 AMACR NM_001167595
12385 AMACR NM_203382
12386 AMACR NM_014324
12387 C1QTNF3-AMACR NR_037951
12388 C1QTNF3 NM_030945
12389 C1QTNF3 NM_181435
12390 RAI14 NM_001145522
12391 RAI14 NM_015577
12392 RAI14 NM_001145520
12393 RAI14 NM_001145521
12394 RAI14 NM_001145525
12395 RAI14 NM_001145523
12396 TTC23L NM_144725
12397 RAD1 NR_026591
12398 RAD1 NM_002853
12399 BRIX1 NM_018321
12400 DNAJC21 NM_001012339
12401 DNAJC21 NM_194283
12402 AGXT2 NM_031900
12403 PRLR NR_037910
12404 PRLR NM_001204317
12405 PRLR NM_001204318
12406 PRLR NM_001204316
12407 PRLR NM_001204314
12408 PRLR NM_000949
12409 PRLR NM_001204315
12410 SPEF2 NM_144722
12411 SPEF2 NM_024867
12412 IL7R NR_120485
12413 IL7R NM_002185
12414 CAPSL NM_001042625
12415 CAPSL NM_144647
12416 LOC100506406 NR_104630
12417 UGT3A1 NM_152404
12418 UGT3A1 NM_001171873
12419 UGT3A2 NM_001168316
12420 UGT3A2 NR_031764
12421 UGT3A2 NM_174914
12422 LMBRD2 NM_001007527
12423 MIR580 NR_030306
12424 SKP2 NM_005983
12425 SKP2 NM_032637
12426 SKP2 NM_001243120
12427 NADK2 NM_153013
12428 NADK2 NM_001287340
12429 NADK2 NM_001085411
12430 NADK2 NM_001287341
12431 RANBP3L NM_145000
12432 RANBP3L NM_001161429
12433 SLC1A3 NM_001289940
12434 SLC1A3 NM_001289939
12435 SLC1A3 NM_004172
12436 SLC1A3 NM_001166695
12437 SLC1A3 NM_001166696
12438 LOC646719 NR_046262
12439 NIPBL NM_015384
12440 NIPBL NM_133433
12441 C5orf42 NM_023073
12442 NUP155 NM_004298
12443 NUP155 NM_001278312
12444 NUP155 NM_153485
12445 WDR70 NM_018034
12446 GDNF NM_199231
12447 GDNF NM_001278098
12448 GDNF NM_001190469
12449 GDNF NM_000514
12450 GDNF NM_001190468
12451 GDNF-AS1 NR_103441
12452 GDNF-AS1 NR_103442
12453 GDNF-AS1 NM_001278094
12454 EGFLAM NM_152403
12455 EGFLAM NM_001205301
12456 EGFLAM-AS4 NR_046219
12457 EGFLAM-AS2 NR_102750
12458 EGFLAM-AS2 NR_102749
12459 EGFLAM NM_182798
12460 EGFLAM NM_182801
12461 LIFR NM_001127671
12462 LIFR NM_002310
12463 LIFR-AS1 NR_103554
12464 LIFR-AS1 NR_103553
12465 MIR3650 NR_037423
12466 OSMR-AS1 NR_109951
12467 LINC01265 NR_104631
12468 OSMR NM_001168355
12469 OSMR NM_003999
12470 RICTOR NM_152756
12471 RICTOR NM_001285440
12472 RICTOR NM_001285439
12473 FYB NM_001465
12474 FYB NM_199335
12475 FYB NM_001243093
12476 C9 NM_001737
12477 DAB2 NM_001343
12478 DAB2 NM_001244871
12479 LOC101926940 NR_104632
12480 LINC00603 NR_104633
12481 PTGER4 NM_000958
12482 TTC33 NM_012382
12483 PRKAA1 NM_006251
12484 PRKAA1 NM_206907
12485 LOC100506548 NR_037665
12486 RPL37 NM_000997
12487 SNORD72 NR_002583
12488 CARD6 NM_032587
12489 C7 NM_000587
12490 MROH2B NM_173489
12491 C6 NM_001115131
12492 C6 NM_000065
12493 PLCXD3 NM_001005473
12494 OXCT1 NM_000436
12495 OXCT1-AS1 NR_046635
12496 C5orf51 NM_175921
12497 FBXO4 NM_033484
12498 FBXO4 NM_012176
12499 LOC101926960 NR_104636
12500 LOC101926960 NR_104635
12501 GHR NM_000163
12502 GHR NM_001242399
12503 GHR NM_001242400
12504 GHR NM_001242401
12505 GHR NM_001242402
12506 GHR NM_001242403
12507 GHR NM_001242404
12508 GHR NM_001242405
12509 GHR NM_001242406
12510 GHR NM_001242462
12511 GHR NM_001242460
12512 CCDC152 NM_001134848
12513 SEPP1 NM_001093726
12514 SEPP1 NM_005410
12515 SEPP1 NM_001085486
12516 FLJ32255 NR_104643
12517 LOC648987 NR_104649
12518 LOC648987 NR_104651
12519 LOC648987 NR_104650
12520 LOC648987 NR_034086
12521 LOC648987 NR_034085
12522 ANXA2R NM_001014279
12523 LOC153684 NR_015447
12524 LOC100132356 NR_034127
12525 LOC100506639 NR_102752
12526 ZNF131 NM_003432
12527 NIM1K NM_153361
12528 NIM1K NR_072980
12529 HMGCS1 NM_002130
12530 HMGCS1 NM_001098272
12531 CCL28 NM_148672
12532 C5orf28 NM_022483
12533 C5orf34 NM_198566
12534 PAIP1 NM_183323
12535 PAIP1 NM_182789
12536 PAIP1 NM_006451
12537 NNT-AS1 NR_073113
12538 NNT NM_012343
12539 NNT NM_182977
12540 FGF10 NM_004465
12541 FGF10-AS1 NR_108034
12542 LOC100506674 NR_109865
12543 LOC100506674 NR_109863
12544 LOC100506674 NR_109864
12545 LOC100506674 NR_109862
12546 MRPS30 NM_016640
12547 HCN1 NM_021072
12548 EMB NM_198449
12549 PARP8 NM_001178055
12550 PARP8 NM_001178056
12551 PARP8 NM_024615
12552 LOC100287592 NR_104653
12553 LOC642366 NR_046243
12554 ISL1 NM_002202
12555 PELO NM_015946
12556 ITGA1 NM_181501
12557 ITGA2 NR_073107
12558 ITGA2 NR_073103
12559 ITGA2 NR_073105
12560 ITGA2 NM_002203
12561 ITGA2 NR_073106
12562 ITGA2 NR_073104
12563 MOCS2 NM_176806
12564 MOCS2 NM_004531
12565 LOC257396 NR_034107
12566 LOC257396 NR_104654
12567 FST NM_006350
12568 FST NM_013409
12569 NDUFS4 NM_002495
12570 ARL15 NM_019087
12571 MIR581 NR_030307
12572 HSPB3 NM_006308
12573 SNX18 NM_001145427
12574 SNX18 NM_001102575
12575 SNX18 NM_052870
12576 LOC102467080 NR_104658
12577 LOC102467080 NR_104659
12578 ESM1 NM_001135604
12579 ESM1 NM_007036
12580 LOC102467081 NR_104662
12581 GZMK NM_002104
12582 GZMA NM_006144
12583 CDC20B NM_001170402
12584 CDC20B NM_001145734
12585 CDC20B NM_152623
12586 GPX8 NM_001008397
12587 MIR449A NR_029960
12588 MIR449B NR_030387
12589 MIR449C NR_031572
12590 MCIDAS NM_001190787
12591 CCNO NM_021147
12592 DHX29 NM_019030
12593 SKIV2L2 NM_015360
12594 PPAP2A NR_103485
12595 PPAP2A NM_176895
12596 PPAP2A NM_003711
12597 MIR5687 NR_049869
12598 RNF138P1 NR_001575
12599 SLC38A9 NM_173514
12600 SLC38A9 NM_001258287
12601 SLC38A9 NM_001282429
12602 SLC38A9 NM_001258286
12603 SLC38A9 NR_047649
12604 DDX4 NM_001142549
12605 DDX4 NM_001166533
12606 DDX4 NM_024415
12607 DDX4 NM_001166534
12608 IL31RA NM_139017
12609 IL31RA NM_001242637
12610 IL31RA NM_001242638
12611 IL31RA NM_001242639
12612 IL31RA NM_001242636
12613 IL6ST NM_002184
12614 IL6ST NM_001190981
12615 IL6ST NM_175767
12616 IL6ST NR_120480
12617 FLJ31104 NR_102755
12618 ANKRD55 NM_024669
12619 LOC102467147 NR_104664
12620 LOC101928448 NM_001287053
12621 MAP3K1 NM_005921
12622 SETD9 NM_001171990
12623 SETD9 NM_153706
12624 MIER3 NM_152622
12625 GPBP1 NM_001203246
12626 GPBP1 NM_022913
12627 GPBP1 NM_001127235
12628 GPBP1 NM_001127236
12629 ACTBL2 NM_001017992
12630 LOC101928505 NR_104668
12631 LOC101928539 NR_109900
12632 LOC101928569 NR_104669
12633 PLK2 NM_001252226
12634 PLK2 NM_006622
12635 GAPT NM_152687
12636 LOC101928600 NR_109904
12637 RAB3C NM_138453
12638 PDE4D NM_001197223
12639 PDE4D NM_001165899
12640 PDE4D NM_001197221
12641 PDE4D NM_001197222
12642 PDE4D NM_001104631
12643 PDE4D NM_001197218
12644 PDE4D NM_001197220
12645 PDE4D NM_006203
12646 PDE4D NM_001197219
12647 PART1 NR_024617
12648 PART1 NR_028508
12649 PART1 NR_028509
12650 DEPDC1B NM_001145208
12651 DEPDC1B NM_018369
12652 ELOVL7 NM_024930
12653 ELOVL7 NM_001104558
12654 ERCC8 NM_000082
12655 ERCC8 NM_001007233
12656 ERCC8 NM_001290285
12657 ERCC8 NM_001007234
12658 NDUFAF2 NM_174889
12659 SMIM15 NM_001048249
12660 CTC-436P18.1 NR_109908
12661 ZSWIM6 NM_020928
12662 C5orf64 NM_173667
12663 LOC101928651 NR_109910
12664 LOC100506526 NR_105000
12665 KIF2A NM_001243952
12666 KIF2A NM_001098511
12667 KIF2A NM_004520
12668 KIF2A NM_001243953
12669 DIMT1 NM_014473
12670 IPO11 NM_016338
12671 IPO11 NM_001134779
12672 LRRC70 NM_181506
12673 IPO11-LRRC70 NR_073584
12674 HTR1A NM_000524
12675 RNF180 NM_178532
12676 RNF180 NM_001113561
12677 RGS7BP NM_001029875
12678 RGS7BP NM_001271891
12679 RGS7BP NR_073511
12680 RGS7BP NM_001271890
12681 FAM159B NM_001164442
12682 SREK1IP1 NM_173829
12683 CWC27 NM_005869
12684 ADAMTS6 NM_197941
12685 CENPK NM_001267038
12686 CENPK NM_022145
12687 PPWD1 NM_015342
12688 PPWD1 NM_001278927
12689 PPWD1 NM_001278926
12690 PPWD1 NM_001278929
12691 TRIM23 NM_033228
12692 TRIM23 NM_033227
12693 TRIM23 NM_001656
12694 TRAPPC13 NM_024941
12695 TRAPPC13 NM_001093756
12696 TRAPPC13 NM_001243737
12697 TRAPPC13 NM_001093755
12698 TRAPPC13 NR_003545
12699 SGTB NM_019072
12700 NLN NM_020726
12701 ERBB2IP NM_001253697
12702 ERBB2IP NM_001253698
12703 ERBB2IP NM_018695
12704 ERBB2IP NM_001253701
12705 ERBB2IP NM_001006600
12706 ERBB2IP NM_001253699
12707 LOC100303749 NR_028474
12708 SREK1 NM_001270492
12709 SREK1 NM_001270493
12710 SREK1 NM_001077199
12711 SREK1 NM_139168
12712 LOC101928769 NR_105001
12713 MAST4 NM_198828
12714 MAST4 NM_001290228
12715 MAST4 NM_001164664
12716 MAST4 NM_015183
12717 MAST4 NM_001290226
12718 LOC101928794 NR_111908
12719 MAST4 NM_001290227
12720 CD180 NM_005582
12721 LOC102467655 NR_105003
12722 PIK3R1 NM_181523
12723 PIK3R1 NM_181524
12724 PIK3R1 NM_181504
12725 PIK3R1 NM_001242466
12726 SLC30A5 NM_001251969
12727 SLC30A5 NM_024055
12728 SLC30A5 NM_022902
12729 CCNB1 NM_031966
12730 CENPH NM_022909
12731 MRPS36 NM_033281
12732 CDK7 NM_001799
12733 CCDC125 NM_176816
12734 AK6 NM_001015891
12735 AK6 NM_016283
12736 TAF9 NM_003187
12737 TAF9 NM_001015892
12738 RAD17 NM_133343
12739 RAD17 NM_133342
12740 RAD17 NM_133338
12741 RAD17 NM_133344
12742 RAD17 NM_001278622
12743 RAD17 NM_002873
12744 RAD17 NM_133340
12745 RAD17 NM_133341
12746 RAD17 NM_133339
12747 MARVELD2 NM_001038603
12748 MARVELD2 NM_001244734
12749 OCLN NM_002538
12750 OCLN NM_001205254
12751 OCLN NM_001205255
12752 GTF2H2C NM_001098728
12753 GTF2H2C_2 NM_001042490
12754 LOC100272216 NR_027439
12755 GUSBP3 NR_027386
12756 SERF1A NM_022968_1
12757 SERF1A NM_021967
12758 SERF1B NM_022978_1
12759 SERF1B NM_001178087
12760 SMN1 NM_022874_1
12761 SMN2 NM_022876
12762 SMN2 NM_022875
12763 SMN2 NM_022877_1
12764 SMN1 NM_000344_1
12765 SMN2 NM_017411_1
12766 SMA4 NR_024054
12767 SMA4 NR_029426
12768 GUSBP3 NR_027386_1
12769 GTF2H2B NR_033417
12770 SMA5 NR_034021
12771 LOC441081 NR_073404
12772 GUSBP9 NR_033968
12773 SERF1A NM_021967_1
12774 SERF1A NM_022968
12775 SERF1B NM_001178087_1
12776 SERF1B NM_022978
12777 SMN2 NM_022876_1
12778 SMN1 NM_022874
12779 SMN2 NM_017411
12780 SMN2 NM_022875_1
12781 SMN2 NM_022877
12782 SMN1 NM_000344
12783 NAIP NM_004536
12784 NAIP NM_022892
12785 GTF2H2 NM_001515
12786 LOC647859 NR_026578
12787 GUSBP9 NR_033968_1
12788 PMCHL2 NR_003922
12789 BDP1 NM_018429
12790 MCCC2 NM_022132
12791 CARTPT NM_004291
12792 MAP1B NM_005909
12793 MIR4803 NR_039967
12794 MRPS27 NM_001286748
12795 MRPS27 NM_001286751
12796 MRPS27 NM_015084
12797 PTCD2 NM_001284403
12798 PTCD2 NM_024754
12799 PTCD2 NM_001284405
12800 PTCD2 NM_001284404
12801 ZNF366 NM_152625
12802 LOC102503427 NR_105008
12803 LOC102477328 NR_105007
12804 TNPO1 NM_002270
12805 TNPO1 NM_153188
12806 MIR4804 NR_039968
12807 FCHO2 NM_138782
12808 FCHO2 NM_001146032
12809 TMEM171 NM_001161342
12810 TMEM171 NM_173490
12811 TMEM174 NM_153217
12812 FOXD1 NM_004472
12813 BTF3 NM_001207
12814 BTF3 NM_001037637
12815 ANKRA2 NM_023039
12816 UTP15 NM_001284431
12817 UTP15 NM_001284430
12818 UTP15 NM_032175
12819 ARHGEF28 NM_001080479
12820 ARHGEF28 NM_001177693
12821 ARHGEF28 NM_001244364
12822 LINC01335 NR_105009
12823 LINC01333 NR_105010
12824 ENC1 NM_001256574
12825 ENC1 NM_001256576
12826 ENC1 NR_046318
12827 ENC1 NM_003633
12828 ENC1 NM_001256575
12829 HEXB NM_001292004
12830 HEXB NM_000521
12831 GFM2 NM_001281302
12832 GFM2 NR_104006
12833 GFM2 NM_032380
12834 GFM2 NM_170691
12835 GFM2 NM_170681
12836 NSA2 NM_014886
12837 NSA2 NR_073403
12838 NSA2 NM_001271665
12839 FAM169A NR_046462
12840 FAM169A NM_015566
12841 GCNT4 NM_016591
12842 ANKRD31 NM_001164443
12843 HMGCR NM_000859
12844 HMGCR NM_001130996
12845 COL4A3BP NM_005713
12846 COL4A3BP NM_001130105
12847 COL4A3BP NM_031361
12848 POLK NM_016218
12849 ANKDD1B NM_001276713
12850 POC5 NM_001099271
12851 POC5 NM_152408
12852 SV2C NM_014979
12853 IQGAP2 NM_006633
12854 IQGAP2 NM_001285460
12855 IQGAP2 NM_001285461
12856 IQGAP2 NM_001285462
12857 F2RL2 NM_001256566
12858 F2RL2 NM_004101
12859 NCRUPAR NR_028375
12860 F2R NM_001992
12861 F2RL1 NM_005242
12862 S100Z NM_130772
12863 CRHBP NM_001882
12864 AGGF1 NM_018046
12865 ZBED3 NM_032367
12866 SNORA47 NR_003014
12867 ZBED3-AS1 NR_024398
12868 PDE8B NM_001029852
12869 PDE8B NM_001029853
12870 PDE8B NM_001029851
12871 PDE8B NM_003719
12872 PDE8B NM_001029854
12873 WDR41 NM_018268
12874 OTP NM_032109
12875 TBCA NM_004607
12876 LOC101929154 NR_105012
12877 LOC101929154 NR_105013
12878 AP3B1 NM_001271769
12879 AP3B1 NM_003664
12880 SCAMP1-AS1 NR_105014
12881 SCAMP1 NM_001290229
12882 SCAMP1 NR_110885
12883 SCAMP1 NM_004866
12884 LHFPL2 NM_005779
12885 ARSB NM_000046
12886 ARSB NM_198709
12887 DMGDH NM_013391
12888 DMGDH NR_104003
12889 DMGDH NR_104002
12890 BHMT2 NM_017614
12891 BHMT2 NM_001178005
12892 BHMT NM_001713
12893 JMY NM_152405
12894 HOMER1 NM_001277077
12895 HOMER1 NM_004272
12896 HOMER1 NM_001277078
12897 PAPD4 NM_001114393
12898 PAPD4 NM_173797
12899 PAPD4 NM_001114394
12900 CMYA5 NM_153610
12901 MTX3 NM_001167741
12902 MTX3 NM_001010891
12903 THBS4 NM_003248
12904 CTD-2201I18.1 NR_109930
12905 SERINC5 NM_178276
12906 SERINC5 NM_001174071
12907 SERINC5 NM_001174072
12908 LOC644936 NR_004845
12909 SPZ1 NM_032567
12910 CRSP8P NR_003665
12911 ZFYVE16 NM_001284237
12912 ZFYVE16 NM_001284236
12913 ZFYVE16 NM_001105251
12914 ZFYVE16 NM_014733
12915 FAM151B NM_205548
12916 ANKRD34B NM_001004441
12917 DHFR NM_001290354
12918 DHFR NR_110936
12919 DHFR NM_001290357
12920 DHFR NM_000791
12921 MTRNR2L2 NM_001190470
12922 MSH3 NM_002439
12923 RASGRF2-AS1 NR_105015
12924 RASGRF2 NM_006909
12925 RNU5E-1 NR_002754
12926 RNU5D-1 NR_002755
12927 CKMT2 NM_001825
12928 CKMT2 NM_001099735
12929 CKMT2 NM_001099736
12930 CKMT2-AS1 NR_034121
12931 CKMT2-AS1 NR_034123
12932 CKMT2-AS1 NR_034122
12933 ZCCHC9 NM_001131036
12934 ZCCHC9 NM_001131035
12935 ZCCHC9 NM_032280
12936 ACOT12 NM_130767
12937 SSBP2 NM_012446
12938 SSBP2 NM_001256735
12939 SSBP2 NM_001256736
12940 SSBP2 NM_001256733
12941 SSBP2 NM_001256734
12942 SSBP2 NM_001256732
12943 ATG10 NM_031482
12944 ATG10 NM_001131028
12945 RPS23 NM_001025
12946 ATP6AP1L NM_001017971
12947 MIR3977 NR_039773
12948 LINC01338 NR_105016
12949 TMEM167A NM_174909
12950 SCARNA18 NR_003139
12951 XRCC4 NM_003401
12952 XRCC4 NM_022406
12953 XRCC4 NM_022550
12954 VCAN NM_004385
12955 VCAN NM_001164097
12956 VCAN NM_001126336
12957 VCAN NM_001164098
12958 HAPLN1 NM_001884
12959 EDIL3 NM_005711
12960 EDIL3 NM_001278642
12961 NBPF22P NR_003719
12962 COX7C NM_001867
12963 MIR3607 NR_037402
12964 LOC100505878 NR_105017
12965 MIR4280 NR_036243
12966 LOC101929380 NR_105018
12967 RASA1 NM_002890
12968 RASA1 NM_022650
12969 CCNH NM_001199189
12970 CCNH NM_001239
12971 TMEM161B NM_001289007
12972 TMEM161B NR_110266
12973 TMEM161B NM_001289008
12974 TMEM161B NM_153354
12975 TMEM161B-AS1 NR_039995
12976 TMEM161B-AS1 NR_039993
12977 TMEM161B-AS1 NR_039994
12978 TMEM161B-AS1 NR_105019
12979 TMEM161B-AS1 NR_105020
12980 LOC102546226 NR_105021
12981 LINC00461 NR_015436
12982 LINC00461 NR_024384
12983 LINC00461 NR_024383
12984 MIR9-2 NR_030741
12985 MEF2C NM_001193349
12986 MEF2C NM_001131005
12987 MEF2C NM_001193350
12988 MEF2C NM_002397
12989 MEF2C NM_001193348
12990 MEF2C NM_001193347
12991 MEF2C-AS1 NR_109941
12992 MEF2C-AS1 NR_109940
12993 MEF2C-AS1 NR_104031
12994 MIR3660 NR_037433
12995 CETN3 NM_004365
12996 LOC731157 NR_105024
12997 MBLAC2 NM_203406
12998 POLR3G NM_006467
12999 LYSMD3 NM_001286812
13000 LYSMD3 NM_198273
13001 GPR98 NR_003149
13002 GPR98 NM_032119
13003 LUCAT1 NR_103548
13004 LUCAT1 NR_103549
13005 ARRDC3 NM_020801
13006 ARRDC3-AS1 NR_027435
13007 NR2F1-AS1 NR_109823
13008 NR2F1-AS1 NR_109821
13009 NR2F1-AS1 NR_109824
13010 NR2F1-AS1 NR_109822
13011 NR2F1-AS1 NR_021491
13012 NR2F1-AS1 NR_109825
13013 NR2F1-AS1 NR_109820
13014 NR2F1-AS1 NR_021490
13015 NR2F1-AS1 NR_109819
13016 NR2F1-AS1 NR_109818
13017 NR2F1 NM_005654
13018 MIR548AO NR_049801
13019 FAM172A NM_001163418
13020 FAM172A NR_028080
13021 FAM172A NM_001163417
13022 FAM172A NM_032042
13023 MIR2277 NR_031754
13024 POU5F2 NM_153216
13025 KIAA0825 NM_001145678
13026 KIAA0825 NM_173665
13027 ANKRD32 NM_032290
13028 MCTP1 NM_001002796
13029 MCTP1 NM_024717
13030 FAM81B NM_152548
13031 TTC37 NM_014639
13032 ARSK NM_198150
13033 GPR150 NM_199243
13034 RFESD NM_001131066
13035 RFESD NM_173362
13036 RFESD NM_001131065
13037 SPATA9 NM_031952
13038 RHOBTB3 NM_014899
13039 GLRX NM_001243659
13040 GLRX NM_001118890
13041 GLRX NM_001243658
13042 GLRX NM_002064
13043 C5orf27 NR_026936
13044 ELL2 NM_012081
13045 MIR583 NR_030309
13046 PCSK1 NM_000439
13047 PCSK1 NM_001177875
13048 CAST NM_001190442
13049 CAST NM_001042440
13050 CAST NM_173060
13051 CAST NM_001284213
13052 CAST NM_001284212
13053 CAST NR_104285
13054 ERAP1 NM_016442
13055 ERAP1 NM_001198541
13056 ERAP1 NM_001040458
13057 ERAP2 NM_001130140
13058 ERAP2 NM_022350
13059 LNPEP NM_005575
13060 LNPEP NM_175920
13061 LIX1 NM_153234
13062 RIOK2 NM_018343
13063 RIOK2 NM_001159749
13064 LINC01340 NR_105028
13065 RGMB NM_001012761
